index,gdp_kairi,u_kairi
2010-12-31,0.23207384691326105,0.4224994283212773
2011-03-31,-0.9662572698644678,0.18681793820841275
2011-06-30,-1.9777712630663302,0.1459784815268046
2011-09-30,0.2161977664091319,-0.010465994170061776
2011-12-31,-0.13786975401196555,0.026946222120341368
2012-03-31,0.9980116255772442,0.12435004931356008
2012-06-30,-0.15850944792350496,0.07786356493631885
2012-09-30,-0.7956790028631144,-0.006472872265478102
2012-12-31,-1.1447061333493158,-0.022667568274014727
2013-03-31,-0.0768500935691363,0.08194188314036044
2013-06-30,0.5268315740761587,0.010032055437468657
2013-09-30,1.1886645208708524,-0.019105024933167236
2013-12-31,0.764083173429353,-0.03618360155666922
2014-03-31,1.270365992034117,-0.1852393107109127
2014-06-30,-0.868260350293526,-0.11028517392279813
2014-09-30,-1.0720155892876226,-0.0818851048166982
2014-12-31,-0.8944562788344546,-0.10720075544994989
2015-03-31,0.33793598696552074,-0.016675933022716638
2015-06-30,0.19777629454440504,-0.06735411092967114
2015-09-30,0.017337945368334218,0.0337316598926507
2015-12-31,-0.38534153371914126,-0.02374290850628924
2016-03-31,0.09503790475624552,0.05987681363554076
2016-06-30,-0.2681958576137733,0.05426029539798716
2016-09-30,-0.29835230438508553,0.012372916185710015
2016-12-31,-0.3235771632265183,0.030479476052082788
2017-03-31,0.31684061403909336,-0.02182962468880545
2017-06-30,0.60789881755694,0.015016964604606553
2017-09-30,1.2687611638950491,-0.03272909524402445
2017-12-31,1.3065205369093391,-0.04882552901392012
2018-03-31,1.3996949313686669,-0.24367627246644163
2018-06-30,1.7947929794190465,-0.3043214120739841
2018-09-30,1.0895620874709744,-0.22764873663865526
2018-12-31,0.9643277060650712,-0.17702250074667925
2019-03-31,1.5381090076946435,-0.15899801185721651
2019-06-30,2.186212009882005,-0.2633532716997924
2019-09-30,2.3532721630633135,-0.29643357491318945
2019-12-31,-0.276433146619659,-0.30108628700804374
2020-03-31,0.34136549470349387,-0.159973502510669
2020-06-30,-7.455678222083895,0.11109752964866759
2020-09-30,-2.3577831200038646,0.33641954397876894
2020-12-31,-0.3450002439677302,0.41354917236573696
2021-03-31,-0.6941810055066222,0.2431661178140203
2021-06-30,0.07930768847406178,0.2490249484286733
2021-09-30,-0.43860658166219313,0.11472825349111382
2021-12-31,0.880363464124656,0.06705631502333143
